symbol,price
ALPHABUSD,0.1025
ALPHAUSDT,0.1022
VIDTBTC,8.5e-07
VIDTBUSD,0.02165
AAVEBNB,0.2224
BTCBRL,127826.0
USDTBRL,4.94
AAVEBTC,0.00203
AAVEETH,0.03
AAVEBUSD,52.6
AAVEUSDT,52.6
AAVEBKRW,164167.0
NEARBNB,0.005092
NEARBTC,4.647e-05
NEARBUSD,1.204
NEARUSDT,1.203
SXPUPUSDT,0.17426
SXPDOWNUSDT,0.0895
DOTBKRW,13514.98
SXPGBP,0.408
FILBNB,0.01437
FILBTC,0.0001312
FILBUSD,3.399
FILUSDT,3.397
FILUPUSDT,0.1515
FILDOWNUSDT,0.0007666
YFIUPUSDT,0.1169
YFIDOWNUSDT,0.9009
INJBNB,0.02359
INJBTC,0.0002154
INJBUSD,5.575
INJUSDT,5.571
AERGOBTC,3.65e-06
AERGOBUSD,0.0949
LINKEUR,4.859
ONEBUSD,0.01068
EASYETH,0.00623
AUDIOBTC,6.53e-06
AUDIOBUSD,0.1691
AUDIOUSDT,0.1687
CTKBNB,0.002485
CTKBTC,2.272e-05
CTKBUSD,0.588
CTKUSDT,0.588
BCHUPUSDT,0.0724
BCHDOWNUSDT,0.2247
BOTBTC,0.04906
BOTBUSD,2783.23
ETHBRL,8662.52
DOTEUR,4.216
AKROBTC,1.3e-07
AKROUSDT,0.00491
KP3RBNB,0.2025
KP3RBUSD,52.89
AXSBNB,0.02082
AXSBTC,0.0001899
AXSBUSD,4.92
AXSUSDT,4.91
HARDBNB,0.000526
HARDBTC,4.82e-06
HARDBUSD,0.1255
HARDUSDT,0.1252
BNBBRL,1167.0
LTCEUR,73.22
RENBTCBTC,0.9931
RENBTCETH,16.299
DNTBUSD,0.036
DNTUSDT,0.036
SLPETH,8.8e-07
ADAEUR,0.2512
LTCNGN,78132.0
CVPETH,0.00032
CVPBUSD,0.3027
STRAXBTC,1.558e-05
STRAXETH,0.0003188
STRAXBUSD,0.403
STRAXUSDT,0.403
FORBTC,6.8e-07
FORBUSD,0.01751
UNFIBNB,0.02654
UNFIBTC,0.0001243
UNFIBUSD,3.217
UNFIUSDT,3.215
FRONTETH,0.0003304
FRONTBUSD,0.1352
BCHABUSD,43.641
ROSEBTC,1.68e-06
ROSEBUSD,0.0434
ROSEUSDT,0.04336
AVAXTRY,279.4
BUSDBRL,4.937
AVAUSDT,0.406
SYSBUSD,0.1187
XEMUSDT,0.0263
HEGICETH,1.647e-05
HEGICBUSD,0.0212
AAVEUPUSDT,0.6008
AAVEDOWNUSDT,0.004673
PROMBNB,0.01443
PROMBUSD,3.78
XRPBRL,2.541
XRPNGN,214.17
SKLBTC,9.5e-07
SKLBUSD,0.02449
SKLUSDT,0.02444
BCHEUR,96.5
YFIEUR,5135.0
ZILBIDR,260.0
SUSDBTC,2.065e-05
SUSDETH,0.000527
SUSDUSDT,0.996
COVERETH,0.06373
COVERBUSD,193.6
GLMBTC,6.62e-06
GLMETH,0.0001502
GHSTETH,0.0008175
GHSTBUSD,0.905
SUSHIUPUSDT,0.004714
SUSHIDOWNUSDT,37.37
XLMUPUSDT,0.0243
XLMDOWNUSDT,4.304
LINKBRL,25.57
LINKNGN,11772.0
LTCRUB,6534.0
TRXTRY,1.6689
XLMEUR,0.0777
DFETH,7.02e-05
DFBUSD,0.0358
GRTBTC,3.86e-06
GRTETH,5.7e-05
GRTUSDT,0.0998
JUVBTC,0.0001377
JUVBUSD,1.918
JUVUSDT,1.917
PSGBTC,0.0001203
PSGBUSD,3.08
PSGUSDT,3.09
BUSDBVND,23720.0
USDTBVND,23710.0
1INCHBTC,1.044e-05
1INCHUSDT,0.27
REEFBTC,1.4e-07
REEFUSDT,0.001463
OGBTC,0.0001676
OGUSDT,4.353
ATMBTC,9.44e-05
ATMUSDT,2.132
ASRBTC,0.0001339
ASRUSDT,2.108
CELOBTC,1.579e-05
CELOUSDT,0.41
RIFBTC,3.27e-06
RIFUSDT,0.0847
CHZTRY,1.651
XLMTRY,1.992
LINKGBP,4.145
GRTEUR,0.0937
BTCSTBTC,0.000331
BTCSTBUSD,1.16
BTCSTUSDT,5.35
TRUBTC,1.29e-06
TRUBUSD,0.5357
TRUUSDT,0.0332
DEXEETH,0.001104
DEXEBUSD,1.945
EOSEUR,0.641
LTCBRL,384.8
USDCBUSD,0.9999
TUSDBUSD,0.999
PAXBUSD,1.0
CKBBTC,1.5e-07
CKBBUSD,0.00281
CKBUSDT,0.00281
TWTBTC,2.891e-05
TWTBUSD,0.7508
TWTUSDT,0.749
FIROBTC,5.09e-05
FIROETH,0.001333
FIROUSDT,1.318
BETHETH,0.9944
DOGEEUR,0.05805
DOGETRY,1.486
DOGEAUD,0.09449
DOGEBRL,0.3057
DOTNGN,10716.0
PROSETH,0.000216
LITBTC,2.301e-05
LITBUSD,0.599
LITUSDT,0.599
BTCVAI,56876.4
BUSDVAI,1.038
SFPBTC,1.369e-05
SFPBUSD,0.3552
SFPUSDT,0.3546
DOGEGBP,0.04956
DOTTRY,107.9
FXSBTC,0.00018891
FXSBUSD,4.91
DODOBTC,3.33e-06
DODOBUSD,0.0865
DODOUSDT,0.0862
FRONTBTC,5.22e-06
EASYBTC,0.0002925
CAKEBTC,5.44e-05
CAKEUSDT,1.407
BAKEBUSD,0.0912
UFTETH,0.0001391
UFTBUSD,0.244
1INCHBUSD,0.271
BANDBUSD,1.025
GRTBUSD,0.1
IOSTBUSD,0.00757
OMGBUSD,0.533
REEFBUSD,0.001465
ACMBTC,9.05e-05
ACMBUSD,1.735
ACMUSDT,1.733
AUCTIONBTC,0.0001471
AUCTIONBUSD,3.82
PHABTC,3.73e-06
PHABUSD,0.0969
DOTGBP,3.611
ADATRY,6.43
ADABRL,1.324
ADAGBP,0.2146
TVKBTC,9.9e-07
TVKBUSD,0.0258
BADGERBTC,7.8e-05
BADGERBUSD,2.03
BADGERUSDT,2.03
FISBTC,1.053e-05
FISBUSD,0.2733
FISUSDT,0.2734
DOTBRL,22.22
ADAAUD,0.5054
HOTTRY,0.03011
EGLDEUR,28.32
OMBTC,8.2e-07
OMBUSD,0.02146
OMUSDT,0.02141
PONDBTC,2.6e-07
PONDBUSD,0.00691
PONDUSDT,0.00691
DEGOBTC,5.321e-05
DEGOBUSD,1.383
DEGOUSDT,1.378
AVAXEUR,10.9
BTTTRY,0.03783
CHZBRL,0.34
UNIEUR,4.856
ALICEBTC,3.36e-05
ALICEBUSD,0.87
ALICEUSDT,0.868
CHZBUSD,0.0688
CHZEUR,0.0645
CHZGBP,0.0556
BIFIBNB,2.777
BIFIBUSD,361.4
LINABTC,4.8e-07
LINABUSD,0.012342
LINAUSDT,0.012329
ADARUB,22.06
ENJBRL,1.238
ENJEUR,0.2342
MATICEUR,0.5925
NEOTRY,185.8
PERPBTC,1.547e-05
PERPBUSD,0.40207
PERPUSDT,0.39974
RAMPBTC,2.73e-06
RAMPBUSD,0.0521
RAMPUSDT,0.0524
SUPERBTC,4.29e-06
SUPERBUSD,0.1112
SUPERUSDT,0.111
CFXBTC,7.02e-06
CFXBUSD,0.1813
CFXUSDT,0.181
ENJGBP,0.3676
EOSTRY,16.44
LTCGBP,62.64
LUNAEUR,6e-05
RVNTRY,0.4058
THETAEUR,0.615
XVGBUSD,0.001515
EPSBTC,4.99e-06
EPSBUSD,0.1679
EPSUSDT,0.1679
AUTOBTC,0.00324
AUTOBUSD,95.1
AUTOUSDT,95.3
TKOBTC,8.76e-06
TKOBIDR,3379.28
TKOBUSD,0.2272
TKOUSDT,0.2269
PUNDIXETH,0.0001899
PUNDIXUSDT,0.333
BTTBRL,0.01553
BTTEUR,0.002436
HOTEUR,0.001789
WINEUR,5.88e-05
TLMBTC,3.8e-07
TLMBUSD,0.01003
TLMUSDT,0.01002
1INCHUPUSDT,0.065703
1INCHDOWNUSDT,0.006148
BTGBUSD,17.62
BTGUSDT,17.65
HOTBUSD,0.001251
BNBUAH,8989.0
ONTTRY,3.843
VETEUR,0.01469
VETGBP,0.01256
WINBRL,0.00031
MIRBTC,8.38e-06
MIRBUSD,0.13237
MIRUSDT,0.14168
BARBTC,0.000141
BARBUSD,2.21
BARUSDT,2.21
FORTHBTC,8.49e-05
FORTHBUSD,2.238
FORTHUSDT,2.216
CAKEGBP,2.714
DOGERUB,6.94
HOTBRL,0.0375
WRXEUR,0.5746
EZBTC,1.351e-05
EZETH,0.000175
BAKEUSDT,0.0912
BURGERBUSD,0.3587
BURGERUSDT,0.3587
SLPBUSD,0.001552
SLPUSDT,0.00155
TRXAUD,0.0981
TRXEUR,0.06515
VETTRY,0.3751
SHIBUSDT,6.66e-06
SHIBBUSD,6.66e-06
ICPBTC,0.0001425
ICPBNB,0.01561
ICPBUSD,3.694
ICPUSDT,3.688
SHIBEUR,6.25e-06
SHIBRUB,0.0005773
ETCEUR,14.21
ETCBRL,202.4
DOGEBIDR,923.0
ARBTC,0.000192
ARBNB,0.02183
ARBUSD,4.97
ARUSDT,4.97
POLSBTC,1.052e-05
POLSBNB,0.001148
POLSBUSD,0.273
POLSUSDT,0.273
MDXBTC,2.24e-06
MDXBNB,0.000619
MDXBUSD,0.0582
MDXUSDT,0.0583
MASKBNB,0.0148
MASKBUSD,3.499
MASKUSDT,3.496
LPTBTC,0.0001471
LPTBNB,0.01612
LPTBUSD,3.82
LPTUSDT,3.81
ETHUAH,66838.0
MATICBRL,3.118
SOLEUR,14.49
SHIBBRL,3.29e-05
AGIXBTC,7.79e-06
ICPEUR,3.45
MATICGBP,0.508
SHIBTRY,0.00016003
MATICBIDR,9425.0
MATICRUB,52.58
NUBTC,1.24e-05
NUBNB,0.0012677
NUBUSD,0.5453
NUUSDT,0.5436
XVGUSDT,0.001516
RLCBUSD,1.783
CELRBUSD,0.01391
ATMBUSD,2.129
ZENBUSD,5.99
FTMBUSD,0.2398
THETABUSD,0.655
WINBUSD,6.27e-05
KAVABUSD,0.818
XEMBUSD,0.0963
ATABTC,3.33e-06
ATABNB,0.000369
ATABUSD,0.086
ATAUSDT,0.0859
GTCBTC,3.45e-05
GTCBNB,0.0186
GTCBUSD,0.896
GTCUSDT,0.893
TORNBTC,0.0002398
TORNBNB,0.09058
TORNBUSD,3.4
TORNUSDT,4.06
MATICTRY,15.164
ETCGBP,26.54
SOLGBP,12.34
BAKEBTC,3.52e-06
COTIBUSD,0.0452
KEEPBTC,1.432e-05
KEEPBNB,0.0014507
KEEPBUSD,0.626
KEEPUSDT,0.6251
SOLTRY,371.5
RUNEGBP,0.746
SOLBRL,76.4
SCBUSD,0.00267
CHRBUSD,0.1204
STMXBUSD,0.003537
HNTBUSD,1.228
FTTBUSD,0.8287
DOCKBUSD,0.01395
ADABIDR,4004.0
ERNBNB,0.00669
ERNBUSD,1.513
ERNUSDT,1.514
KLAYBTC,5.93e-06
KLAYBNB,0.00065
KLAYBUSD,0.154
KLAYUSDT,0.1538
RUNEEUR,0.874
MATICAUD,1.2141
DOTRUB,373.4
UTKBUSD,0.0682
IOTXBUSD,0.01711
PHAUSDT,0.0969
SOLRUB,1294.0
RUNEAUD,17.404
BUSDUAH,38.01
BONDBTC,0.0001058
BONDBNB,0.02969
BONDBUSD,2.726
BONDUSDT,2.739
MLNBTC,0.000594
MLNBNB,0.0988
MLNBUSD,15.32
MLNUSDT,15.41
GRTTRY,2.403
CAKEBRL,69.72
ICPRUB,4589.0
DOTAUD,6.631
AAVEBRL,1792.0
EOSAUD,6.555
DEXEUSDT,1.946
LTOBUSD,0.0572
ADXBUSD,0.1334
QUICKBTC,0.001726
QUICKBNB,0.422
QUICKBUSD,44.7
C98USDT,0.1291
C98BUSD,0.1293
C98BNB,0.000805
C98BTC,5e-06
CLVBTC,1.24e-06
CLVBNB,0.0002643
CLVBUSD,0.03213
CLVUSDT,0.03214
QNTBTC,0.003947
QNTBNB,0.4326
QNTBUSD,102.2
QNTUSDT,102.1
FLOWBTC,1.952e-05
FLOWBNB,0.002134
FLOWBUSD,0.505
FLOWUSDT,0.505
XECBUSD,2.029e-05
AXSBRL,38.36
AXSAUD,8.66
TVKUSDT,0.0258
MINABTC,1.645e-05
MINABNB,0.001801
MINABUSD,0.426
MINAUSDT,0.425
RAYBNB,0.000728
RAYBUSD,0.1733
RAYUSDT,0.1729
FARMBTC,0.000828
FARMBNB,0.1515
FARMBUSD,21.41
FARMUSDT,21.45
ALPACABTC,5.63e-06
ALPACABNB,0.000944
ALPACABUSD,0.1462
ALPACAUSDT,0.146
TLMTRY,0.2409
QUICKUSDT,44.6
ORNBUSD,0.675
MBOXBTC,1.186e-05
MBOXBNB,0.001305
MBOXBUSD,0.308
MBOXUSDT,0.309
VGXBTC,2.524e-05
VGXETH,0.000348
FORUSDT,0.01745
REQUSDT,0.0712
GHSTUSDT,0.906
TRURUB,2.98
FISBRL,1.781
WAXPUSDT,0.0425
WAXPBUSD,0.0425
WAXPBNB,0.0001802
WAXPBTC,1.64e-06
TRIBEBTC,7.43e-06
TRIBEBNB,0.001431
TRIBEBUSD,0.2057
TRIBEUSDT,0.2018
GNOUSDT,109.5
GNOBUSD,304.1
GNOBNB,0.865
GNOBTC,0.005624
ARPATRY,1.185
PROMBTC,0.0001456
MTLBUSD,1.076
OGNBUSD,0.068
XECUSDT,2.031e-05
C98BRL,1.308
SOLAUD,28.48
XRPBIDR,7670.0
POLYBUSD,0.27
ELFUSDT,0.2682
DYDXUSDT,1.566
DYDXBUSD,1.566
DYDXBNB,0.006665
DYDXBTC,6.045e-05
ELFBUSD,0.2683
POLYUSDT,0.2696
IDEXUSDT,0.05409
VIDTUSDT,0.02161
SOLBIDR,230735.0
AXSBIDR,74000.0
BTCUSDP,19435.03
ETHUSDP,1344.37
BNBUSDP,282.09
USDPBUSD,1.0
USDPUSDT,0.9995
GALAUSDT,0.02133
GALABUSD,0.02135
GALABNB,9.024e-05
GALABTC,8.3e-07
FTMBIDR,3413.0
ALGOBIDR,20095.0
CAKEAUD,25.61
KSMAUD,234.8
WAVESRUB,1190.49
SUNBUSD,0.00527
ILVUSDT,45.28
ILVBUSD,45.29
ILVBNB,0.1915
ILVBTC,0.001748
RENBUSD,0.058235
YGGUSDT,0.1346
YGGBUSD,0.1348
YGGBNB,0.000687
YGGBTC,5.19e-06
STXBUSD,0.5406
SYSUSDT,0.1185
DFUSDT,0.0357
SOLUSDC,33.68
ARPARUB,4.15
LTCUAH,2968.0
FETBUSD,0.182
ARPABUSD,0.04929
LSKBUSD,0.694
AVAXBIDR,266752.0
ALICEBIDR,29103.0
FIDAUSDT,0.2335
FIDABUSD,0.234
FIDABNB,0.00543
FIDABTC,9.02e-06
DENTBUSD,0.000626
FRONTUSDT,0.1351
CVPUSDT,0.3048
AGLDBTC,1.934e-05
AGLDBNB,0.0019
AGLDBUSD,0.497
AGLDUSDT,0.496
RADBTC,6.1e-05
RADBNB,0.01032
RADBUSD,1.585
RADUSDT,1.585
UNIAUD,34.47
HIVEBUSD,0.2946
STPTBUSD,0.03542
BETABTC,2.99e-06
BETABNB,0.0003243
BETABUSD,0.07711
BETAUSDT,0.07705
SHIBAUD,1.121e-05
RAREBTC,2.38e-06
RAREBNB,0.000691
RAREBUSD,0.0615
RAREUSDT,0.0619
AVAXBRL,57.0
AVAXAUD,17.91
LUNAAUD,9e-05
TROYBUSD,0.00194
AXSETH,0.002805
FTMETH,0.0001365
SOLETH,0.00882
SSVBTC,0.000626
SSVETH,0.009202
LAZIOTRY,42.473
LAZIOEUR,1.6537
LAZIOBTC,6.823e-05
LAZIOUSDT,1.7667
CHESSBTC,4.91e-06
CHESSBNB,0.001885
CHESSBUSD,0.1277
CHESSUSDT,0.1273
FTMAUD,0.42
FTMBRL,1.923
SCRTBUSD,0.293
ADXUSDT,0.1334
AUCTIONUSDT,3.83
CELOBUSD,0.409
FTMRUB,36.85
NUAUD,0.769
NURUB,41.13
REEFTRY,0.0352
REEFBIDR,162.0
SHIBDOGE,0.0001078
DARUSDT,0.0914
DARBUSD,0.09162
DARBNB,0.00038698
DARBTC,3.53e-06
BNXBTC,1.056e-05
BNXBNB,0.001154
BNXBUSD,0.274
BNXUSDT,0.273
RGTUSDT,14.44
RGTBTC,0.0003796
RGTBUSD,14.46
RGTBNB,0.03997
LAZIOBUSD,1.7675
OXTBUSD,0.0524
MANATRY,8.2
ALGORUB,9.12
SHIBUAH,0.000793
LUNABIDR,0.88
AUDUSDC,0.6477
MOVRBTC,0.0001865
MOVRBNB,0.1552
MOVRBUSD,4.81
MOVRUSDT,4.83
CITYBTC,0.0001441
CITYBNB,0.01454
CITYBUSD,3.74
CITYUSDT,3.73
ENSBTC,0.000288
ENSBNB,0.03118
ENSBUSD,7.46
ENSUSDT,7.45
SANDETH,0.0002196
DOTETH,0.002561
MATICETH,0.0003598
ANKRBUSD,0.02012
SANDTRY,9.26
MANABRL,1.673
KP3RUSDT,52.94
QIUSDT,0.0057
QIBUSD,0.00571
QIBNB,9.91e-05
QIBTC,2.2e-07
PORTOBTC,6.545e-05
PORTOUSDT,1.6975
PORTOTRY,40.77
PORTOEUR,1.5878
POWRUSDT,0.1278
POWRBUSD,0.1277
AVAXETH,0.00664
SLPTRY,0.03723
FISTRY,8.87
LRCTRY,5.07
CHRETH,6.87e-05
FISBIDR,9124.0
VGXUSDT,0.0993
GALAETH,1.216e-05
JASMYUSDT,0.003419
JASMYBUSD,0.003423
JASMYBNB,1.767e-05
JASMYBTC,1.7e-07
AMPBTC,1e-07
AMPBNB,3.999e-05
AMPBUSD,0.001985
AMPUSDT,0.001987
PLABTC,5.3e-06
PLABNB,0.0006968
PLABUSD,0.1381
PLAUSDT,0.138
PYRBTC,0.0001146
PYRBUSD,2.974
PYRUSDT,2.967
RNDRBTC,7.47e-05
RNDRUSDT,1.937
RNDRBUSD,1.94
ALCXBTC,0.000544
ALCXBUSD,14.04
ALCXUSDT,14.1
SANTOSBTC,0.00011373
SANTOSUSDT,2.943
SANTOSBRL,20.0
SANTOSTRY,70.78
MCBTC,6.78e-06
MCBUSD,0.176
MCUSDT,0.1749
BELTRY,13.52
COCOSBUSD,1.7589
DENTTRY,0.01503
ENJTRY,6.03
NEORUB,641.0
SANDAUD,0.6359
SLPBIDR,32.3
ANYBTC,0.0002602
ANYBUSD,12.33
ANYUSDT,12.3
BICOBTC,8.39e-06
BICOBUSD,0.2177
BICOUSDT,0.2171
FLUXBTC,1.593e-05
FLUXBUSD,0.413
FLUXUSDT,0.412
ALICETRY,20.87
FXSUSDT,4.902
GALABRL,0.1053
GALATRY,0.512
LUNATRY,14.47
REQBUSD,0.0711
SANDBRL,1.896
MANABIDR,10781.0
SANDBIDR,6598.0
VOXELBTC,5.04e-06
VOXELBNB,0.0006934
VOXELBUSD,0.1309
VOXELUSDT,0.1311
COSBUSD,0.00489
CTXCBUSD,0.1302
FTMTRY,5.756
MANABNB,0.00155
MINATRY,10.24
XTZTRY,17.27
HIGHBTC,4.868e-05
HIGHBUSD,1.255
HIGHUSDT,1.255
CVXBTC,0.0001354
CVXBUSD,3.506
CVXUSDT,3.509
PEOPLEBTC,4.5e-07
PEOPLEBUSD,0.01169
PEOPLEUSDT,0.01167
OOKIBUSD,0.00221
OOKIUSDT,0.00223
COCOSTRY,36.66
GXSBNB,0.004538
LINKBNB,0.02194
LUNAETH,3e-08
MDTBUSD,0.03708
NULSBUSD,0.1924
SPELLBTC,1.2e-07
SPELLUSDT,0.0004271
SPELLBUSD,0.0004281
USTBTC,2.476e-05
USTBUSD,0.06762946
USTUSDT,0.245779
JOEBTC,1.306e-05
JOEBUSD,0.3389
JOEUSDT,0.3384
ATOMETH,0.004719
DUSKBUSD,0.0996
EGLDETH,0.01717
ICPETH,0.002107
LUNABRL,0.0003
LUNAUST,4.9e-05
NEARETH,0.000687
ROSEBNB,0.0001534
VOXELETH,0.0002022
ALICEBNB,0.00524
ATOMTRY,199.3
ETHUST,8239.72
GALAAUD,0.0396
LRCBNB,0.000895
ONEETH,6.1e-06
OOKIBNB,1.491e-05
ACHBTC,7.4e-07
ACHBUSD,0.01907
ACHUSDT,0.01906
IMXBTC,2.346e-05
IMXBUSD,0.604
IMXUSDT,0.604
GLMRBTC,8.72e-06
GLMRBUSD,0.226
GLMRUSDT,0.2259
ATOMBIDR,307866.0
DYDXETH,0.001591
FARMETH,0.03152
FORBNB,9.71e-05
ICPTRY,88.7
JASMYETH,3.02e-06
LINABNB,7.811e-05
OOKIETH,2.51e-06
ROSEETH,2.477e-05
UMABUSD,1.513
UNIETH,0.002318
XTZETH,0.000409
LOKABTC,8.96e-06
LOKABNB,0.000983
LOKABUSD,0.2325
LOKAUSDT,0.2324
ATOMBRL,66.35
BNBUST,1129.3
CRVETH,0.000384
HIGHBNB,0.005317
NEARRUB,100.0
ROSETRY,1.043
SCRTUSDT,0.292
API3BTC,3.64e-05
API3BUSD,0.945
API3USDT,0.945
BTTCUSDT,5.3e-07
BTTCUSDC,7.8e-07
BTTCTRY,1.26e-05
ACABTC,1.24e-06
ACABUSD,0.0322
ACAUSDT,0.0321
ANCBTC,1.86e-06
ANCBUSD,0.02872
ANCUSDT,0.03151
BDOTDOT,0.8813
XNOBTC,2.487e-05
XNOETH,0.0005017
XNOBUSD,0.639
XNOUSDT,0.64
COSTRY,0.1172
KAVAETH,0.0004684
MCBNB,0.000741
ONETRY,0.256
WOOBTC,6.71e-06
WOOBNB,0.000735
WOOBUSD,0.1741
WOOUSDT,0.1737
CELRETH,7.89e-06
PEOPLEBNB,4.926e-05
SLPBNB,8.84e-06
SPELLBNB,4.04e-06
SPELLTRY,0.01026
TFUELBUSD,0.0332
AXSTRY,118.3
DARTRY,2.198
NEARTRY,28.99
IDEXBNB,0.0002289
ALPINEEUR,1.6972
ALPINETRY,43.5
ALPINEUSDT,1.8095
ALPINEBTC,7.001e-05
TUSDT,0.01835
TBUSD,0.01839
API3BNB,0.00533
BETAETH,4.37e-05
INJTRY,133.89
TLMBNB,0.0001099
ASTRBUSD,0.0368
ASTRUSDT,0.0367
API3TRY,22.65
GLMRBNB,0.001021
MBOXTRY,7.41
NBTBIDR,41.6
NBTUSDT,0.0028
GMTBTC,7.32e-06
GMTBNB,0.0008
GMTBUSD,0.1895
GMTUSDT,0.1893
ANCBNB,0.0001288
ATOMEUR,7.753
GALAEUR,0.01994
KSMETH,0.02114
UMATRY,36.4
KDABTC,2.155e-05
KDABUSD,0.559
KDAUSDT,0.558
APEUSDT,2.358
APEBUSD,2.36
APEBTC,9.098e-05
ALPINEBUSD,1.8138
LUNAGBP,5e-05
NEAREUR,1.13
TWTTRY,17.99
WAVESEUR,1.275
APEEUR,2.211
APEGBP,3.305
APETRY,56.6
BSWUSDT,0.0859
BSWBUSD,0.086
BSWBNB,0.000363
APEBNB,0.00996
GMTBRL,1.325
GMTETH,0.0001079
JASMYTRY,0.08227
SANTOSBUSD,2.948
APEAUD,4.072
BIFIUSDT,361.0
GMTEUR,0.178
IMXBNB,0.002536
RUNEETH,0.000529
AVAXGBP,14.18
MULTIBTC,0.0001317
MULTIBUSD,3.41
MULTIUSDT,3.41
APEETH,0.001345
BSWETH,0.0001366
FILTRY,81.9
FTMEUR,0.2252
GMTGBP,0.2107
ZILTRY,0.42
GMTTRY,4.55
WAVESTRY,32.7
BTCUST,121179.88
ASTRBTC,1.42e-06
ASTRETH,3.108e-05
BSWTRY,2.067
FTTETH,0.001141
FUNBNB,1.629e-05
PORTOBUSD,1.6993
STEEMUSDT,0.1579
ZILEUR,0.02063
APEBRL,22.16
AUDIOTRY,4.06
BTTCBUSD,5.3e-07
GMTAUD,0.5695
MBLBUSD,0.002334
MOBUSDT,0.576
MOBBUSD,0.577
MOBBTC,2.216e-05
NEXOUSDT,0.619
NEXOBUSD,0.619
NEXOBTC,2.391e-05
REIUSDT,0.02015
REIBNB,8.21e-05
REIETH,1.928e-05
GALUSDT,1.002
GALBUSD,1.001
GALBNB,0.004194
GALBTC,3.864e-05
JASMYEUR,0.004568
KNCBNB,0.002024
SHIBGBP,6.96e-06
GALEUR,0.928
GALTRY,24.2
LDOBUSD,1.772
LDOUSDT,1.769
LDOBTC,6.839e-05
ENSTRY,179.0
DAREUR,0.08585
DARETH,0.0001014
ALGOETH,6.27e-05
ALGOTRY,2.643
GALETH,0.000762
EPXUSDT,0.0001937
EPXBUSD,0.000194
RUNETRY,31.38
GALBRL,8.68
STEEMBUSD,0.1581
CVCBUSD,0.0719
REIBUSD,0.0201
DREPBUSD,0.3123
AKROBUSD,0.00492
PUNDIXBUSD,0.332
LUNCBUSD,8.977e-05
USTCBUSD,0.01099683
OPBTC,4.182e-05
OPBUSD,1.084
OPUSDT,1.083
OGBUSD,4.36
KEYBUSD,0.005413
ASRBUSD,2.108
FIROBUSD,1.322
NKNBUSD,0.0943
OPBNB,0.004579
OPEUR,1.021
GTOBUSD,0.02863
SNXETH,0.001005
WBTCBUSD,25970.37
BELETH,0.0004117
LITETH,0.0003426
LEVERUSDT,0.001143
LEVERBUSD,0.001144
BURGERETH,0.00045
PEOPLEETH,6.64e-06
UNFIETH,0.002241
BONDETH,0.002665
STORJTRY,5.66
OPETH,0.000619
ETCTRY,363.4
WINGETH,0.003521
FILETH,0.001949
GLMBUSD,0.1715
SSVBUSD,16.24
STGBTC,2.079e-05
STGBUSD,0.5391
STGUSDT,0.5385
ANKRTRY,0.483
ARKBUSD,0.2251
BETHBUSD,1743.71
LOOMBUSD,0.04051
SNMBUSD,0.2915
AMBBUSD,0.0076
LUNCUSDT,8.975e-05
PHBBUSD,0.6054
GASBUSD,2.294
NEBLBUSD,0.354
PROSBUSD,0.2996
VIBBUSD,0.04443
GMXBTC,0.001703
GMXBUSD,44.15
GMXUSDT,44.09
AGIXBUSD,0.20184
NEBLUSDT,0.355
SNTBUSD,0.02027
POLYXBTC,4.01e-06
POLYXBUSD,0.1037
POLYXUSDT,0.1036
APTBTC,0.00023076
APTUSDT,5.973
APTBUSD,5.9813
BTCPLN,107862.0
ETHPLN,7302.0
BUSDPLN,4.161
APTEUR,5.6212
APTTRY,144.0
APTBRL,39.76
QKCBUSD,0.007269
OSMOBTC,1.798e-05
OSMOUSDT,0.462
OSMOBUSD,0.463
HFTBTC,1.301e-05
HFTBUSD,0.3372
HFTUSDT,0.3367
ARPAETH,2.805e-05
PHBUSDT,0.6049
VITEBUSD,0.01726
HOOKBTC,3.637e-05
HOOKUSDT,0.9416
HOOKBUSD,0.9429
HOOKBNB,0.0040113
MAGICBTC,2.667e-05
MAGICBUSD,0.6907
MAGICUSDT,0.6899
BUSDRON,4.737
HIFIETH,0.000154
HIFIUSDT,0.2681
RPLBTC,0.001705
RPLBUSD,44.19
RPLUSDT,44.16
PROSUSDT,0.2995
FETTRY,4.37
GFTBUSD,0.01299
AGIXUSDT,0.20149
APTETH,0.003407
BTCRON,122040.0
GNSUSDT,3.918
GNSBTC,0.0001513
SYNBTC,2.235e-05
SYNUSDT,0.5791
VIBUSDT,0.0444
SSVUSDT,16.19
LQTYUSDT,0.849
LQTYBTC,3.277e-05
AMBUSDT,0.0076
BETHUSDT,1743.26
CFXTRY,4.353
STXTRY,13.007
USTCUSDT,0.01096326
GASUSDT,2.288
GLMUSDT,0.1713
PROMUSDT,3.78
QKCUSDT,0.007273
UFTUSDT,0.2441
IDBTC,1.034e-05
IDBNB,0.0011379
IDUSDT,0.26753
ARBBTC,3.858e-05
ARBUSDT,0.999
AGIXTRY,4.84
LOOMUSDT,0.04046
OAXUSDT,0.1654
ARBTUSD,1.0007
ARBTRY,24.0
ARBEUR,0.9398
IDTUSD,0.26982
IDTRY,6.43
IDEUR,0.25264
LDOTUSD,1.773
MATICTUSD,0.6331
OPTUSD,1.085
SOLTUSD,15.48
SSVTUSD,16.14
RDNTBTC,9.81e-06
RDNTUSDT,0.2541
RDNTTUSD,0.255
